,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,1P,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,7,,,,,,,,,1,1
,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,1,1,,,,7,,,1,1,1,1,,,,,,,,,,,,,,,2P,,1,1
,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,7,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1
